REPORTING_YEAR,FACILITY_NAME,GHGRP_ID,REPORTED_ADDRESS,lat,long,CITY_NAME,COUNTY_NAME,STATE,ZIP_CODE,PARENT_COMPANIES,ghg_quantity,SUBPARTS
2011,Emigrant Trail Gas Plant,1008292,,41.396881,-110.08938,Mountain View,UINTA,WY,82939,QEP RESOURCES INC (100%),34797,"C,W"
2011,SOUTHWIRE COMPANY KENTUCKY PLANT,1003341,1987 STATE ROUTE 271 NORTH,37.939971,-86.779117,HAWESVILLE,HANCOCK COUNTY,KY,42348,SOUTHWIRE CO (100%),34786,C
2011,STEPAN CO,1005292,22500 WEST MILLSDALE ROAD,41.441667,-88.159722,ELWOOD,WILL COUNTY,IL,60421,STEPAN CO (100%),34782,C
2011,Wisconsin Public Service Corporation,1002250,700 North Adams,44.518347,-88.011616,Green Bay,BROWN,WI,54307,INTEGRYS ENERGY GROUP INC (100%),34779,"NN,W"
2011,Chemtrade Refinery Solutions LP,1009487,1400 Otter Creek Rd.,41.681417,-83.457722,Oregon,LUCAS COUNTY,OH,43616,Chemtrade Logistics (100%),34760,C
2011,ADRIAN LANDFILL,1001991,1970 N OGDEN HWY,41.890683,-83.992445,ADRIAN,LENAWEE,MI,49221,"Republic Services, Inc (100%)",34759,"C,HH"
2011,Grant Processing Facility-Cardinal States Gathering,1009939,11 RA West Highway,37.738204,-82.149605,Pei,MINGO COUNTY,WV,25670,CNX Gas Company (100%),34734,"C,W"
2011,SOUTH DAKOTA SOYBEAN PROCESSORS,1006874,100 CASPIAN AVENUE,44.324969,-96.905892,VOLGA,BROOKINGS,SD,57071,"South Dakota Soybean Processors, LLC (100%)",34717,C
2011,LOYOLA UNIVERSITY MEDICAL CENTER,1005287,2160 S FIRST AVE,41.8583,-87.83539,MAYWOOD,COOK,IL,60153,LOYOLA UNIVERSITY HEALTH SYSTEM (100%),34696,C
2011,"CHATOM GAS PRODUCTION, TREATING, AND PROCESSING FACILITY",1004973,3204 HIGHWAY 56 West,31.464222,-88.40288,CHATOM,WASHINGTON COUNTY,AL,36518,"QUANTUM RESOURCES MANAGEMENT, LLC (100%)",34681,"C,NN,W"
2011,"Northern States Power Company, A Minnesota Corporation - Subpart DD",1009542,414 Nicollet Mall,44.97967,-93.26989,Minneapolis,HENNEPIN COUNTY,MN,55401,XCEL ENERGY INC (100%),34674,DD
2011,DENVER INTERNATIONAL AIRPORT,1004796,8500 PENA BOULEVARD,39.83425,-104.70436,DENVER,DENVER,CO,80249,CITY & COUNTY OF DENVER (100%),34648,C
2011,CONCORD TURNPIKE REGIONAL LANDFILL,1003566,2525 CONCORD TURNPIKE,37.391841,-79.109755,LYNCHBURG,LYNCHBURG CITY,VA,24506,Region 2000 Services Authority (100%),34622,"C,HH"
2011,"EPNG Station 1775 Mojave Topock, AZ",1002060,5499 WEST NEEDLE MOUNTAIN ROAD,34.7175,-114.485,TOPOCK,MOHAVE COUNTY,AZ,86436,EL PASO CORP (100%),34604,"C,W"
2011,BMW MANUFACTURING CORPORATION,1005880,1400 HIGHWAY 101 SOUTH,34.904943,-82.178888,GREER,GREENVILLE,SC,29651,"S.B. Aquisitions, Inc. (100%)",34584,C
2011,WESTERN REGIONAL SANITARY LANDFILL,1006501,3195 ATHENS AVENUE,38.83889,-121.34473,LINCOLN,PLACER COUNTY,CA,95648,WESTERN PLACER WASTE MANAGEMENT AUTHORITY (100%),34550,HH
2011,"Quad/Graphics, Inc. - Lomira Facility",1005009,N11896 Hwy. 175 ,43.6264,-88.4446,Lomira,DODGE,WI,53048,"QUAD/GRAPHICS, INC (100%)",34489,C
2011,Montville,1001469,74 LATHROP ROAD,41.4281,-72.1019,UNCASVILLE,New London,CT,6382,"NRG Energy, Inc (100%)",34488,"C,D"
2011,CARESTREAM HEALTH INC.,1007717,2000 HOWARD SMITH AVE WEST,40.4584,-104.87399,WINDSOR,WELD COUNTY,CO,80550,CARESTREAM HEALTH INC (100%),34479,C
2011,Wheaton Generating Plant,1000510,3008 80TH ST,44.8864,-91.5158,EAU CLAIRE,Chippewa,WI,54701,XCEL ENERGY INC (100%),34452,C
2011,"EPNG Station 6793 Wenden, AZ",1002196,,33.53983,-113.4558,Tonopah,LA PAZ,AZ,85354,EL PASO CORP (100%),34430,"C,W"
2011,BF GOODRICH TIRE MANUFACTURING,1006093,18906 Old 24,41.135806,-84.904667,WOODBURN,ALLEN,IN,46797,"MICHELIN NORTH AMERICA, INC (100%)",34411,C
2011,VANDERGRIFT FACILITY,1005005,130 LINCOLN AVENUE,40.6,-79.567778,VANDERGRIFT,WESTMORELAND,PA,15690,ALLEGHENY TECHNOLOGIES INC (100%),34407,C
2011,"Skyworks Solutions, Inc.",1009735,20 Sylvan Road,42.49891,-71.16311,Woburn,MIDDLESEX COUNTY,MA,1801,"Skyworks Solutions, Inc. (100%)",34379,"C,I"
2011,Moxa South Compressor Station,1002093,,41.5999,-110.0954,Lincoln County,LINCOLN,WY,82934,"Williams Field Services Group, LLC (100%)",34370,C
2011,NONPAREIL CORPORATION,1005200,40 NORTH 400 WEST,43.201267,-112.376854,BLACKFOOT,BINGHAM COUNTY,ID,83221,Nonpareil Corp (100%),34362,C
2011,ROWAN UNIV,1006073,201 MULLICA HILL ROAD,39.708639,-75.119432,GLASSBORO,GLOUCESTER,NJ,8028,ROWAN UNIVERSITY (100%),34359,C
2011,Moxa North Compressor Station,1002095,,41.7689,-110.1393,Lincoln County,LINCOLN,WY,83124,"Williams Field Services Group, LLC (100%)",34353,C
2011,CROOK COUNTY LANDFILL,1005356,5601 SW HOUSTON LAKE RD.,44.298198,-120.915862,PRINEVILLE,CROOK,OR,97754,Crook County Government (100%),34329,HH
2011,Mid American Steel & Wire,1004453,1327 Smiley Road,34.07091,-96.75503,Madill,MARSHALL COUNTY,OK,73446,"Mid American Steel & Wire Co., LLC (100%)",34322,"C,Q"
2011,MOBILE PAPERBOARD,1001910,701 MOBILE STREET,30.71381,-88.10316,MOBILE,MOBILE COUNTY,AL,36617,THE NEWARK GROUP INC (100%),34263,C
2011,Grand Isle 22 L,1009991,,29.0676,-89.9776,Offshore,,LA,0,"Energy XXI GOM, LLC (100%)",34261,"C,W"
2011,ROHM AND HAAS CHEMICALS LLC,1002241,4300 CAMP GROUND ROAD,38.21078,-85.84149,LOUISVILLE,JEFFERSON COUNTY,KY,40216,THE DOW CHEMICAL CO (100%),34219,C
2011,Drake Cement,1001689,5001 E. Drake Rd.,34.9811,-112.376291,Paulden,YAVAPAI,AZ,86334,Drake Cement (100%),34216,H
2011,"EP MINERALS, LLC",1001622,150 COAL CANYON RD,40.244367,-118.391093,LOVELOCK,PERSHING COUNTY,NV,89419,EP MANAGEMENT CORP (100%),34215,C
2011,Ponderosa Compressor Station,1006786,,40.087956,-109.452266,Vernal,UINTAH,UT,84078,QEP Field Services Company (100%),34194,C
2011,J.G. Boswell Tomato Company Kern LLC,1004956,36889 HWY 58,35.39892,-119.41218,BUTTONWILLOW,KERN COUNTY,CA,93206,"J.G. Boswell Company (95.2224369%); IL Pomodora, Inc. (2.06641358%)",34189,C
2011,WEDRON COMPLEX (WEDRON SILICA CO & TECHNISAND WEDRON),1003526,3450 E 2056TH RD,41.43334,-88.77387,WEDRON,LA SALLE,IL,60557,FAIRMOUNT MINERALS LTD. (100%),34189,C
2011,Dominion Energy Transmission - Finnefrock Station (Tran),1003511,4600 Tamarack Road,41.42549,-77.85705,Renovo,CLINTON,PA,17764,DOMINION RESOURCES INC (100%),34187,"C,W"
2011,Cana Gas Plant,1001589,,35.535,-98.099,Calumet,CANADIAN,OK,73014,DEVON ENERGY (100%),34182,"C,W"
2011,Dominion Energy Questar - Roberson Station (Tran),1004770,,41.6964,-110.3658,Opal,LINCOLN COUNTY,WY,83124,QUESTAR CORP (100%),34158,"C,W"
2011,"EOG Resources, Inc. 400 Ouachita folded belt",1009246,1111 Bagby St. Sky Lobby 2,29.75894,-95.37096,Houston,HARRIS COUNTY,TX,77002,"EOG RESOURCES, INC (100%)",34145,W
2011,"ARMSTRONG WORLD INDUSTRIES, INC.",1003235,1645 RAILROAD AVENUE,45.844165,-122.817421,SAINT HELENS,COLUMBIA COUNTY,OR,97051,ARMSTRONG WORLD INDUSTRIES INC (100%),34135,C
2011,Fairchild Semiconductor,1009580,125 Crestwood Drive,41.141875,-75.89487,Mountain Top,LUZERNE COUNTY,PA,18707,Fairchild Semiconductor (100%),34128,"C,I"
2011,OHL NGLP Isomerization Plant,1006338,462 US HIGHWAY 56,38.3799,-97.83905,MCPHERSON,MCPHERSON,KS,67460,"ONEOK Partners, L.P. (100%)",34127,C
2011,Anadarko Basin,1008200,5847 San Felipe Suite 3000,29.75476,-95.36985,Houston,,TX,77057,"EAGLE ROCK ENERGY PARTNERS, LP (100%)",34119,W
2011,Criterion Catalysts and Technologies L.P.,1010792,1699 Catalyst Drive,30.4943,-91.21708,Port Allen,WEST BATON ROUGE PARISH,LA,70767,SHELL OIL CO (100%),34119,C
2011,AMERICAN GYPSUM COMPANY,1004845,4600 Paseo Del Norte NE,35.17237,-106.59347,ALBUQUERQUE,BERNALILLO COUNTY,NM,87113,EAGLE MATERIALS INC (100%),34113,C
2011,BUSCH AGRICULTURAL RESOURCES,1003405,5755 SOUTH YELLOWSTONE HIGHWAY,43.444556,-112.068422,IDAHO FALLS,BONNEVILLE,ID,83402,ANHEUSER-BUSCH INBEV (100%),34105,C
2011,"County of Bedford, Virginia",1011233,1060 Recycle Road,37.256434,-79.482325,Bedford,BEDFORD,VA,24523,"County of Bedford, Virginia (100%)",34105,"C,HH"
2011,Montclair State University,1002987,1 Normal Avenue,40.857902,-74.202003,Montclair,ESSEX COUNTY,NJ,7043,MONTCLAIR STATE UNIVERSITY (100%),34102,C
2011,UOP.LLC SHREVEPORT,1000629,8725 OLD MOORINGSPORT RD,32.61514,-93.92517,SHREVEPORT,CADDO PARISH,LA,71120,"HONEYWELL INTERNATIONAL, INC (100%)",34092,C
2011,"EOG Resources, Inc. 535 Green River basin",1008353,1111 Bagby St. Sky Lobby 2,29.75894,-95.37096,Houston,HARRIS COUNTY,TX,77002,"EOG RESOURCES, INC (100%)",34071,W
2011,BERNICE LAKE,1005268,55244 CHEVRON REFINERY ROAD,60.693619,-151.387377,NIKISKI,KENAI PENINSULA BOROUGH,AK,99635,"Chugach Electric Association, Inc. (100%)",34065,C
2011,MARLA COMPRESSOR STATION,1006309,,40.2767,-104.5475,KERSEY,WELD,CO,80644,CONOCO PHILLIPS (50%); SPECTRA ENERGY CORP (50%),34060,C
2011,West End Disposal Facility,1004627,1710 McFarland road,37.876135,-88.702713,Thompsonville,FRANKLIN,IL,62890,"Landfill, LLC (100%)",34050,HH
2011,Aurora Generating Station,1001397,2909 NORTH EOLA ROAD,41.8151,-88.2265,AURORA,Dupage,IL,60504,"GENON ENERGY, INC (100%)",34036,"C,D"
2011,"NISSAN NORTH AMERICA INC, CANTON MANUFACTURING FACILITY",1006767,300 NISSAN DRIVE,32.57149,-90.069299,CANTON,MADISON,MS,39046,"Nissan North America, Inc (100%)",34028,C
2011,Beaver,1002488,80997 KALLUNKI ROAD,46.172817,-123.17502,CLATSKANIE,COLUMBIA,OR,97016,Portland General Electric Company (100%),34010,C
2011,"FRITO-LAY, INCORPORATED",1005424,2911 NEVADA                         BV,35.11738,-80.94104,CHARLOTTE,MECKLENBURG COUNTY,NC,28273,"Frito-Lay, Inc. (100%)",34005,C
2011,MCKINNEY LANDFILL,1006291,500 OLD MILL RD,33.169167,-96.615,MCKINNEY,COLLIN,TX,75069,North Texas Municipal Water District (100%),34000,HH
2011,TEMPLE UNIVERSITY,1005851,1009 WEST MONTGOMERY AVENUE,39.979354,-75.151017,PHILADELPHIA,PHILADELPHIA,PA,19122,Temple University of the Commonwealth System of Higher Education Facilities Management (100%),33995,C
2011,ARDEN LDFL,1003456,200 Rangos Lane,40.208427,-80.264771,WASHINGTON,WASHINGTON,PA,15301,"Waste Management, Inc. (100%)",33984,"C,HH"
2011,Yogi CPF-1,1003830,3541 Black Hill Road,35.410174,-92.341398,Bee Branch,VAN BUREN,AR,72013,SOUTHWESTERN ENERGY CO (100%),33983,C
2011,Barto Compressor Station,1010347,3584 Beaver Lake Road,41.272175,-76.66406,Hughesville,LYCOMING,PA,17737,PVR Midstream LLC (100%),33971,C
2011,BIOGEN INC,1000383,225 Binney Street,42.36779,-71.07418,CAMBRIDGE,MIDDLESEX,MA,2142,"Biogen Idec, Inc. (100%)",33966,C
2011,Twentymile Mine,1001682,29515 Route County Road #27,40.286162,-107.053943,Oak Creek,ROUTT COUNTY,CO,80467,Peabody Energy Corporation (100%),33966,"C,FF"
2011,"Clean Harbors Buttonwillow, LLC.",1009930,2500 West Lokern Road,35.403061,-119.615756,Buttonwillow,KERN,CA,93206,"Clean Harbors, LLC (100%)",33964,TT
2011,JOHNS MANVILLE PLANT NO 2,1003349,408 PERRY STREET,41.2859,-84.3648,DEFIANCE,DEFIANCE,OH,43512,BERKSHIRE HATHAWAY (100%),33959,"C,N"
2011,"Enervest Operating, L.L.C. 415 Strawn Basin",1009666,"1001 Fannin Street, Suite 800",29.75608,-95.36433,Houston,HARRIS COUNTY,TX,77002,"Enervest Management Partners, Ltd. (100%)",33955,W
2011,EP Energy E&P 575 Uinta basin,1009350,1001 Louisiana Street,29.75816,-95.36782,Houston,HARRIS COUNTY,TX,77002,"El Paso E&P Company, LP (100%)",33952,W
2011,North Britt,1004690,,35.55046944,-100.1071917,Wheeler,WHEELER,TX,79096,"MarkWest Energy Partners, LP (100%)",33945,C
2011,Justin Compressor Station,1010832,,33.1257,-97.3391,Justin,DENTON,TX,76247,"DEVON GAS SERVICES, LP (100%)",33944,C
2011,IRONWOOD LANDFILL,1003612,12720 E HWY 287,33.00781,-111.43122,FLORENCE,PINAL COUNTY,AZ,85232,"Waste Management, Inc. (100%); Waste Management, Inc. (100%)",33931,HH
2011,Oakhill Compressor Station,1002294,,32.37964,-94.5947,CARTHAGE,GREGG,TX,75633,ANADARKO PETROLEUM CORP (100%),33928,"C,W"
2011,"REAL ALLOY SPECIFICATION, INC.",1003833,368 GARFIELD AVENUE,41.927778,-85.021944,COLDWATER,BRANCH COUNTY,MI,49036,ALERIS INTERNATIONAL INC (100%),33927,C
2011,"Cree, Inc",1005759,4600 Silicon Dr.,35.899298,-78.840802,Durham,DURHAM,NC,27703,"Cree, Inc (100%)",33898,"C,I"
2011,West Cutthroat CPF-1,1003892,2439 Edgemont Road,35.46143,-92.18103,Quitman,CLEBURNE COUNTY,AR,72131,SOUTHWESTERN ENERGY CO (100%),33889,C
2011,"Clariant Corporation, Louisville Site, West Plant",1010761,1227 S. 12th Street,38.233611,-85.7755,Louisville,JEFFERSON COUNTY,KY,40210,Sd-Chemie Inc. (100%),33887,C
2011,Cottonwood Wash/ West Compressor Station,1001729,,40.0097,-109.5448,VERNAL,UINTAH,UT,84078,Anadarko Petroleum Corporation (100%),33883,C
2011,Prairie Eagle Mine,1011220,7290 County Line Road,38.07191,-89.58914,Cutler,PERRY,IL,62238,"Knight Hawk Coal, LLC (100%)",33874,FF
2011,"Farbest Foods, Inc.",1010674,4689 South 400 West,38.31025,-86.983806,Huntingburg,DUBOIS COUNTY,IN,47542,Farbest Foods INC (100%),33864,"C,II"
2011,NEW MEXICO STATE UNIVERSITY CAMPUS,1005544,1620 Standley Drive ARC-C-Room 109,32.285915,-106.725929,LAS CRUCES,DONA ANA,NM,88003,NEW MEXICO STATE UNIVERSITY (100%),33840,C
2011,CALGON CARBON CORP,1001864,15024 US HIGHWAY 23,38.33721,-82.58925,CATLETTSBURG,BOYD,KY,41129,Calgon Carbon Corporation (100%),33815,C
2011,PANOLA COUNTY GAS PLANT,1010312,2636 US HWY 79N,32.158825,-94.423725,CARTHAGE,PANOLA,TX,75633,"MARLIN MIDSTREAM, LLC (100%)",33786,W
2011,Moore County Station,1000938,5M SW OF SUNRAY FM RD 119,35.9667,-101.865,SUNRAY,Moore,TX,79170,XCEL ENERGY INC (100%),33780,D
2011,BARTHOLOMEW CO LANDFILL,1002168,11110 E 25th Street,39.2283,-85.8009,COLUMBUS,BARTHOLOMEW,IN,47201,Bartholomew County Solid Waste Management District (100%),33770,HH
2011,"WIC Station 7938 Snake River, CO",1008148,18640 County Road 4,40.97969,-107.71353,Craig,MOFFAT COUNTY,CO,81625,EL PASO CORP (100%),33753,"C,W"
2011,EI 281 A (Complex ID # 23915),1009681,,28.380458,-91.471557,Offshore,,LA,0,APACHE CORP (100%),33743,"C,W"
2011,Gulf South Pipeline - Marksville Station,1009464,195 United Gas Lane,31.163772,-92.200125,Pineville,RAPIDES,LA,71351,LOEWS CORP (100%),33699,"C,W"
2011,"AlphaPET, Inc.",1005826,1301 Finley Island Road,34.64162,-87.05203,Decatur,MORGAN COUNTY,AL,35601,ALPHAPET INC (100%),33683,C
2011,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,1003241,1201 BRIDGESTONE PARKWAY,36.00463,-86.5991,LA VERGNE,RUTHERFORD COUNTY,TN,37086,"Bridgestone Americas, Inc. (100%)",33680,C
2011,Arnold Engineering Development Center,1003846,"100 Kindel Drive, Suite B-327",35.383056,-86.043611,Arnold AFB,COFFEE,TN,37389,,33676,C
2011,Apache Corp. Permian - Crane Gas Plant,1009986,303 Veterans Airpark Ln,32.03544,-102.08652,Midland,MIDLAND COUNTY,TX,79705,APACHE CORPORATION (100%),33671,"C,W"
2011,Shenandoah County Landfill,1004847,349 Landfill Road,38.83853,-78.5485,Edinburg,SHENANDOAH COUNTY,VA,22824,"Shenandoah County, VA (100%)",33637,"C,HH"
2011,ILLINOIS STATE UNIVERSITY,1001290,100 S. UNIVERSITY ST.,40.510436,-88.992875,NORMAL,MCLEAN,IL,61790,STATE OF ILLINOIS (100%),33625,C
2011,PG&E GERBER COMPRESSOR STATION,1006265,22169 Chard Ave,40.069493,-122.213818,GERBER,TEHAMA,CA,96035,Pacific Gas and Electric Company (100%),33605,"C,W"
2011,ARMSTRONG WORLD INDUSTRIES INC.,1002968,300 SOUTH MYRICK ST,30.408671,-87.250165,PENSACOLA,ESCAMBIA COUNTY,FL,32505,ARMSTRONG WORLD INDUSTRIES INC (100%),33602,C
2011,CALIFORNIA DAIRIES INC TURLOCK,1006836,475 SOUTH TEGNER ROAD,37.49033,-120.88539,TURLOCK,STANISLAUS COUNTY,CA,95380,CALIFORNIA DAIRIES INC (100%),33573,C
2011,Simco Road Regional Landfill,1008253,16415 NW Waste Site Drive,43.256283,-115.902837,Mayfield,ELMORE,ID,83716,IDAHO WASTE SYSTEMS INC (100%),33561,HH
2011,WARBASSE HOUSES & POWER PLANT,1005111,2701 WEST 6TH STREET,40.58125,-73.97456,BROOKLYN,KINGS COUNTY,NY,11224,"Amalgamated Warbasse Houses, Incorporated (100%)",33555,C
2011,T&D CAROLINAS,1009536,410 S WILMINGTON ST,35.775426,-78.638372,RALEIGH,WAKE,NC,27601,PROGRESS ENERGY INC (100%),33550,DD
2011,G P GYPSUM SWEETWATER WALLBOARD PLANT,1007697,310 FM 1856,32.480516,-100.336402,SWEETWATER,NOLAN COUNTY,TX,79556,KOCH INDUSTRIES INC (100%),33549,C
2011,HOUSTON COUNTY PUBLIC WORKS DEPARTMENT,1003983,2080 GA HWY 247 SOUTH,32.3996,-83.5509,KATHLEEN,HOUSTON,GA,31047,Houston County Board of Commissioners (100%),33530,HH
2011,SENECA EAST LANDFILL,1007613,2780 COUNTY ROAD 43,41.16111,-83.05368,REPUBLIC,SENECA COUNTY,OH,44867,"Waste Management, Inc. (100%)",33529,HH
2011,KELLOGG COMPANY,1002211,425  PORTER STREET,42.317077,-85.148939,BATTLE CREEK,CALHOUN,MI,49014,KELLOGG CO (100%),33528,C
2011,Southwest Greer Lake CPF-3,1003820,880 Ranch Road,35.461964,-92.424614,Bee Branch,VAN BUREN,AR,72013,SOUTHWESTERN ENERGY CO (100%),33525,C
2011,Encana Oil and Gas USA - GBU Moneta #1 Central,1005249,,43.160893,-107.652119,Moneta,Fremont,WY,82604,ENCANA OIL & GAS (USA) INC (100%),33447,C
2011,CARTER VALLEY LANDFILL,1002649,2825 CARTER' VALLEY ROAD,36.540769,-82.783591,CHURCH HILL,HAWKINS,TN,37642,"Republic Services, Inc. (100%)",33441,"C,HH"
2011,LUNDAY-THAGARD COMPANY,1002286,9301 SOUTH GARFIELD AVENUE,33.946295,-118.16704,SOUTH GATE,LOS ANGELES COUNTY,CA,90280,WORLD OIL CORP (100%),33420,"C,Y"
2011,Gowanus Generating Station,1007017,29TH ST AND 2ND AVE,40.6635,-74.0051,BROOKLYN,Kings,NY,11232,"Astoria Generating Company, L.P. (100%)",33416,C
2011,PARIS PLANT,1006617,"500 LOOP 286 N,W.--SUITE 100",33.718056,-95.568222,PARIS,LAMAR COUNTY,TX,75461,CAMPBELL SOUP CO (100%),33401,C
2011,Caddis CPF-2,1003815,1678 Hwy. 65 North,35.34351,-92.41025,Damascus,FAULKNER COUNTY,AR,72039,SOUTHWESTERN ENERGY CO (100%),33385,C
2011,"Malaga Power, LLC",1000458,2611 E NORTH AVE,36.6894,-119.7399,FRESNO,Fresno,CA,93725,Kings River Conservation District (100%),33378,D
2011,ANN ARBOR SLF PHASE I & II,1006178,4150 PLATT RD,42.22703,-83.69976,ANN ARBOR,WASHTENAW COUNTY,MI,48108,City of Ann Arbor (municipally owned) (100%),33373,HH
2011,Sherman Ellis,1004545,,34.88858,-96.02949,Stuart,PITTSBURG,OK,74570,"MarkWest Energy Partners, LP (100%)",33358,C
2011,Agua Fria Generating Station,1007206,7302 W NORTHERN AVE,33.5542,-112.2161,GLENDALE,Maricopa,AZ,85303,SALT RIVER PROJECT (100%),33353,"C,D"
2011,Majorsville Gas Plant,1008826,1700 Majorsville Road,39.96334,-80.51943,Dallas,MARSHALL,WV,26036,"MARKWEST ENERGY PARTNERS, LP (100%)",33322,"C,W"
2011,North Yellowstone CPF-2,1003931,579 Old Dug Road,35.496872,-92.362804,Bee Branch,VAN BUREN,AR,72013,SOUTHWESTERN ENERGY CO (100%),33321,C
2011,XTO - Chandler Station,1005393,,31.4378,-96.2618,Donie,LEON,TX,75838,"XTO ENERGY, INC (100%)",33304,C
2011,Somerset,1002402,"1895 Big Inch Rd., NE",39.78251,-82.28901,Somerset,PERRY COUNTY,OH,43783,"Texas Eastern Transmission, L.P. (100%)",33303,"C,W"
2011,Los Angeles Department of Water and Power - electric power transmission & distribution entity (SF6),1009555,111 N. Hope Street,34.05651,-118.24976,Los Angeles,LOS ANGELES COUNTY,CA,90012,"City of Los Angeles, Department of Water and Power (100%)",33302,DD
2011,TRINIDAD GAS PROCESSING PLANT,1003097,795 LONE STAR ROAD,32.127458,-96.085153,TRINIDAD,HENDERSON,TX,75163,"Enbridge Energy Partners, L.P. (100%)",33283,"C,W"
2011,ROTAN GYPSUM PLANT,1000403,832 COUNTY ROAD 311,32.83646,-100.44889,ROTAN,FISHER,TX,79546,NEW NGC INC (100%),33280,C
2011,XTO - Blalock Station,1005402,,34.4135,-96.2954,Jewett,,TX,75846,"XTO ENERGY, INC (100%)",33272,C
2011,JOHNS HOPKINS - HOMEWOOD CAMPUS,1006614,"3400       CHARLES STREET, NORTH",39.32907,-76.61791,BALTIMORE,BALTIMORE CITY,MD,21218,The Johns Hopkins University (100%),33250,C
2011,HEMPHILL,1003220,"4 MI S. OF CANADIAN, TX on Brown Road",35.838846,-100.353122,CANADIAN,HEMPHILL COUNTY,TX,79014,BP AMERICA INC (100%),33234,"C,W"
2011,Durafiber Technologies,1000392,7401 STATESVILLE BOULEVARD,35.7133,-80.6122,SALISBURY,ROWAN COUNTY,NC,28147,PERFORMANCE FIBERS OPERATIONS INC (100%),33233,C
2011,"Valley Proteins, Inc. - Rose Hill",1006213,469 Yellow Cut Rd.,34.838212,-78.035077,Rose Hill,DUPLIN COUNTY,NC,28458,VALLEY PROTEINS INC (100%),33232,C
2011,Fredrick Compressor Station,1002206,,40.0573,-104.8852,Brighton,Weld,CO,80601,KERR MCGEE GATHERING LLC (54%); ANADARKO PETROLEUM CORPORATION (46%),33218,C
2011,Cambridge Station,1000468,HIGHWAY 65,45.601,-93.2081,CAMBRIDGE,Isanti,MN,55008,GREAT RIVER ENERGY (100%),33206,"C,D"
2011,XTO - Longhorn Station,1004141,590 NW Loop 820,32.92383,-97.459773,Fort Worth,TARRANT,TX,76179,"XTO ENERGY, INC (100%)",33115,C
2011,TRIGEN - NORTH CENTRAL AVENUE,1006413,"201-3 CENTRAL AVENUE, NORTH",39.290947,-76.604419,BALTIMORE,BALTIMORE CITY,MD,21202,"Veolia Environnement North America Operations, Inc. (100%)",33087,C
2011,"VIKING ENERGY OF LINCOLN, LLC",1004859,509 W. State St.,44.6802,-83.4188,LINCOLN,ALCONA,MI,48742,"IPR-GDF SUEZ North American, Inc (100%)",33050,C
2011,Targa Midstream Services LLC - Mertzon Gas Processing Plant,1003347,14701 US 67 West,31.25577,-100.89031,Mertzon,IRION,TX,76941,Targa Resources Corporation (100%),33034,"C,W"
2011,Southwest Greer Lake CPF-2,1003939,448 Miller Lane,35.471223,-92.354589,Bee Branch,VAN BUREN,AR,72013,SOUTHWESTERN ENERGY CO (100%),33031,C
2011,FORD MOTOR COMPANY - FORD LIVONIA SITE,1002753,36200 Plymouth Road,42.3702,-83.3955,Livonia,WAYNE COUNTY,MI,48150,Ford Motor Company (100%),33021,C
2011,SHAW INDUSTRIES GROUP INC. P LANT 8S,1007876,4401 SAINT ANDREWS ROAD,34.047222,-81.151361,COLUMBIA,LEXINGTON COUNTY,SC,29210,BERKSHIRE HATHAWAY (100%),32974,C
2011,OFS GPRP Woodward Gas Plant,1006316,,36.4414,-99.4775,Woodward,WOODWARD,OK,73801,"ONEOK Partnership, L.P. (100%)",32959,"C,W"
2011,Fort Worth Brewery,1001267,7001 S. FWY.,32.644444,-97.319167,FORT WORTH,TARRANT,TX,76134,MILLERCOORS LLC (100%),32937,C
2011,LINCOLN ELECTRIC CO *,1002114,22801 SAINT CLAIR AVENUE,41.58586,-81.51955,CLEVELAND,CUYAHOGA COUNTY,OH,44117,"LINCOLN ELECTRIC HOLDINGS, INC (100%)",32911,C
2011,SPINDLETOP COMPRESSOR STATION,1006122,6175 HIGHLAND AVE,30.025245,-94.078831,BEAUMONT,JEFFERSON,TX,77705,"CONOCO PHILLIPS (33.335%); SPECTRA ENERGY CORP (33.335%); DCP MIDSTREAM PARTNERS, LP (33.33%)",32894,"C,W"
2011,CALIFORNIA DAIRIES INC FRESNO,1005658,755 F STREET,36.72757,-119.79175,FRESNO,FRESNO COUNTY,CA,93706,CALIFORNIA DAIRIES INC (100%),32885,C
2011,Fillsand Landfill,1007713,8701 West Reno,35.481198,-97.660237,Oklahoma City,OKLAHOMA,OK,73127,"Republic Services, Inc. (100%)",32873,HH
2011,North Yellowstone CPF-1,1003929,1006 Macon Road,35.521957,-92.299401,Higden,VAN BUREN,AR,72067,SOUTHWESTERN ENERGY CO (100%),32856,C
2011,Mid-Town Thermal Center,1003391,1825 Atlantic Ave,39.3597,-74.43401,Atlantic City,ATLANTIC COUNTY,NJ,8401,PEPCO HOLDINGS INC (100%),32851,C
2011,"DuPont Nutrition USA, Inc",1006673,1301 OGLETOWN ROAD,39.681306,-75.720694,NEWARK,NEW CASTLE COUNTY,DE,19711,FMC CORP (100%),32833,C
2011,CHITWOOD GAS PLANT,1002353,,34.8563,-97.8277,ALEX,GRADY,OK,73002,CONOCO PHILLIPS (50%); SPECTRA ENERGY CORP (50%),32794,"C,W"
2011,ELK RUN SANITARY LANDFILL,1006989,20667 5 MILE HIGHWAY,45.282282,-84.220915,ONAWAY,PRESQUE ISLE,MI,49765,"Republic Services, Inc. (100%)",32791,"C,HH"
